icd_code,long_title
W408XXD,"Explosion of other specified explosive materials, subsequent encounter"
W408XXS,"Explosion of other specified explosive materials, sequela"
W409,Explosion of unspecified explosive materials
W409XXA,"Explosion of unspecified explosive materials, initial encounter"
W409XXD,"Explosion of unspecified explosive materials, subsequent encounter"
W409XXS,"Explosion of unspecified explosive materials, sequela"
W42,Exposure to noise
W420,Exposure to supersonic waves
W420XXA,"Exposure to supersonic waves, initial encounter"
W420XXD,"Exposure to supersonic waves, subsequent encounter"
W420XXS,"Exposure to supersonic waves, sequela"
W429,Exposure to other noise
W429XXA,"Exposure to other noise, initial encounter"
W429XXD,"Exposure to other noise, subsequent encounter"
W429XXS,"Exposure to other noise, sequela"
W45,Foreign body or object entering through skin
W450,Nail entering through skin
W450XXA,"Nail entering through skin, initial encounter"
W450XXD,"Nail entering through skin, subsequent encounter"
W450XXS,"Nail entering through skin, sequela"
W451,Paper entering through skin
W451XXA,"Paper entering through skin, initial encounter"
W451XXD,"Paper entering through skin, subsequent encounter"
W451XXS,"Paper entering through skin, sequela"
W452,Lid of can entering through skin
W452XXA,"Lid of can entering through skin, initial encounter"
W452XXD,"Lid of can entering through skin, subsequent encounter"
W452XXS,"Lid of can entering through skin, sequela"
W458,Other foreign body or object entering through skin
W458XXA,"Other foreign body or object entering through skin, initial encounter"
W458XXD,"Other foreign body or object entering through skin, subsequent encounter"
W458XXS,"Other foreign body or object entering through skin, sequela"
W46,Contact with hypodermic needle
W460,Contact with hypodermic needle
W460XXA,"Contact with hypodermic needle, initial encounter"
W460XXD,"Contact with hypodermic needle, subsequent encounter"
W460XXS,"Contact with hypodermic needle, sequela"
W461,Contact with contaminated hypodermic needle
W461XXA,"Contact with contaminated hypodermic needle, initial encounter"
W461XXD,"Contact with contaminated hypodermic needle, subsequent encounter"
W461XXS,"Contact with contaminated hypodermic needle, sequela"
W49,Exposure to other inanimate mechanical forces
W490,Item causing external constriction
W4901,Hair causing external constriction
W4901XA,"Hair causing external constriction, initial encounter"
W4901XD,"Hair causing external constriction, subsequent encounter"
W4901XS,"Hair causing external constriction, sequela"
W4902,String or thread causing external constriction
W4902XA,"String or thread causing external constriction, initial encounter"
W4902XD,"String or thread causing external constriction, subsequent encounter"
W4902XS,"String or thread causing external constriction, sequela"
W4903,Rubber band causing external constriction
W4903XA,"Rubber band causing external constriction, initial encounter"
W4903XD,"Rubber band causing external constriction, subsequent encounter"
W4903XS,"Rubber band causing external constriction, sequela"
W4904,Ring or other jewelry causing external constriction
W4904XA,"Ring or other jewelry causing external constriction, initial encounter"
W4904XD,"Ring or other jewelry causing external constriction, subsequent encounter"
W4904XS,"Ring or other jewelry causing external constriction, sequela"
W4909,Other specified item causing external constriction
W4909XA,"Other specified item causing external constriction, initial encounter"
W4909XD,"Other specified item causing external constriction, subsequent encounter"
W4909XS,"Other specified item causing external constriction, sequela"
W499,Exposure to other inanimate mechanical forces
W499XXA,"Exposure to other inanimate mechanical forces, initial encounter"
W499XXD,"Exposure to other inanimate mechanical forces, subsequent encounter"
W499XXS,"Exposure to other inanimate mechanical forces, sequela"
W50,"Accidental hit, strike, kick, twist, bite or scratch by another person"
W500,Accidental hit or strike by another person
W500XXA,"Accidental hit or strike by another person, initial encounter"
W500XXD,"Accidental hit or strike by another person, subsequent encounter"
W500XXS,"Accidental hit or strike by another person, sequela"
W501,Accidental kick by another person
W501XXA,"Accidental kick by another person, initial encounter"
W501XXD,"Accidental kick by another person, subsequent encounter"
W501XXS,"Accidental kick by another person, sequela"
W502,Accidental twist by another person
W502XXA,"Accidental twist by another person, initial encounter"
W502XXD,"Accidental twist by another person, subsequent encounter"
W502XXS,"Accidental twist by another person, sequela"
W503,Accidental bite by another person
W503XXA,"Accidental bite by another person, initial encounter"
W503XXD,"Accidental bite by another person, subsequent encounter"
W503XXS,"Accidental bite by another person, sequela"
W504,Accidental scratch by another person
W504XXA,"Accidental scratch by another person, initial encounter"
W504XXD,"Accidental scratch by another person, subsequent encounter"
W504XXS,"Accidental scratch by another person, sequela"
W51,Accidental striking against or bumped into by another person
W51XXXA,"Accidental striking against or bumped into by another person, initial encounter"
W51XXXD,"Accidental striking against or bumped into by another person, subsequent encounter"
W51XXXS,"Accidental striking against or bumped into by another person, sequela"
W52,"Crushed, pushed or stepped on by crowd or human stampede"
W52XXXA,"Crushed, pushed or stepped on by crowd or human stampede, initial encounter"
W52XXXD,"Crushed, pushed or stepped on by crowd or human stampede, subsequent encounter"
W52XXXS,"Crushed, pushed or stepped on by crowd or human stampede, sequela"
W53,Contact with rodent
W530,Contact with mouse
W5301,Bitten by mouse
W5301XA,"Bitten by mouse, initial encounter"
W5301XD,"Bitten by mouse, subsequent encounter"
W5301XS,"Bitten by mouse, sequela"
W5309,Other contact with mouse
W5309XA,"Other contact with mouse, initial encounter"
W5309XD,"Other contact with mouse, subsequent encounter"
W5309XS,"Other contact with mouse, sequela"
W531,Contact with rat
W5311,Bitten by rat
W5311XA,"Bitten by rat, initial encounter"
W5311XD,"Bitten by rat, subsequent encounter"
W5311XS,"Bitten by rat, sequela"
W5319,Other contact with rat
W5319XA,"Other contact with rat, initial encounter"
W5319XD,"Other contact with rat, subsequent encounter"
W5319XS,"Other contact with rat, sequela"
W532,Contact with squirrel
W5321,Bitten by squirrel
W5321XA,"Bitten by squirrel, initial encounter"
W5321XD,"Bitten by squirrel, subsequent encounter"
W5321XS,"Bitten by squirrel, sequela"
W5329,Other contact with squirrel
W5329XA,"Other contact with squirrel, initial encounter"
W5329XD,"Other contact with squirrel, subsequent encounter"
W5329XS,"Other contact with squirrel, sequela"
W538,Contact with other rodent
W5381,Bitten by other rodent
W5381XA,"Bitten by other rodent, initial encounter"
W5381XD,"Bitten by other rodent, subsequent encounter"
W5381XS,"Bitten by other rodent, sequela"
W5389,Other contact with other rodent
W5389XA,"Other contact with other rodent, initial encounter"
W5389XD,"Other contact with other rodent, subsequent encounter"
W5389XS,"Other contact with other rodent, sequela"
W54,Contact with dog
W540,Bitten by dog
W540XXA,"Bitten by dog, initial encounter"
W540XXD,"Bitten by dog, subsequent encounter"
W540XXS,"Bitten by dog, sequela"
W541,Struck by dog
W541XXA,"Struck by dog, initial encounter"
W541XXD,"Struck by dog, subsequent encounter"
W541XXS,"Struck by dog, sequela"
W548,Other contact with dog
W548XXA,"Other contact with dog, initial encounter"
W548XXD,"Other contact with dog, subsequent encounter"
W548XXS,"Other contact with dog, sequela"
W55,Contact with other mammals
W550,Contact with cat
W5501,Bitten by cat
W5501XA,"Bitten by cat, initial encounter"
W5501XD,"Bitten by cat, subsequent encounter"
W5501XS,"Bitten by cat, sequela"
W5503,Scratched by cat
W5503XA,"Scratched by cat, initial encounter"
W5503XD,"Scratched by cat, subsequent encounter"
W5503XS,"Scratched by cat, sequela"
W5509,Other contact with cat
W5509XA,"Other contact with cat, initial encounter"
W5509XD,"Other contact with cat, subsequent encounter"
W5509XS,"Other contact with cat, sequela"
W551,Contact with horse
W5511,Bitten by horse
W5511XA,"Bitten by horse, initial encounter"
W5511XD,"Bitten by horse, subsequent encounter"
W5511XS,"Bitten by horse, sequela"
W5512,Struck by horse
W5512XA,"Struck by horse, initial encounter"
W5512XD,"Struck by horse, subsequent encounter"
W5512XS,"Struck by horse, sequela"
W5519,Other contact with horse
W5519XA,"Other contact with horse, initial encounter"
W5519XD,"Other contact with horse, subsequent encounter"
W5519XS,"Other contact with horse, sequela"
W552,Contact with cow
W5521,Bitten by cow
W5521XA,"Bitten by cow, initial encounter"
W5521XD,"Bitten by cow, subsequent encounter"
W5521XS,"Bitten by cow, sequela"
W5522,Struck by cow
W5522XA,"Struck by cow, initial encounter"
W5522XD,"Struck by cow, subsequent encounter"
W5522XS,"Struck by cow, sequela"
W5529,Other contact with cow
W5529XA,"Other contact with cow, initial encounter"
W5529XD,"Other contact with cow, subsequent encounter"
W5529XS,"Other contact with cow, sequela"
W553,Contact with other hoof stock
W5531,Bitten by other hoof stock
W5531XA,"Bitten by other hoof stock, initial encounter"
W5531XD,"Bitten by other hoof stock, subsequent encounter"
W5531XS,"Bitten by other hoof stock, sequela"
W5532,Struck by other hoof stock
W5532XA,"Struck by other hoof stock, initial encounter"
W5532XD,"Struck by other hoof stock, subsequent encounter"
W5532XS,"Struck by other hoof stock, sequela"
W5539,Other contact with other hoof stock
W5539XA,"Other contact with other hoof stock, initial encounter"
W5539XD,"Other contact with other hoof stock, subsequent encounter"
W5539XS,"Other contact with other hoof stock, sequela"
W554,Contact with pig
W5541,Bitten by pig
W5541XA,"Bitten by pig, initial encounter"
W5541XD,"Bitten by pig, subsequent encounter"
W5541XS,"Bitten by pig, sequela"
W5542,Struck by pig
W5542XA,"Struck by pig, initial encounter"
W5542XD,"Struck by pig, subsequent encounter"
W5542XS,"Struck by pig, sequela"
W5549,Other contact with pig
W5549XA,"Other contact with pig, initial encounter"
W5549XD,"Other contact with pig, subsequent encounter"
W5549XS,"Other contact with pig, sequela"
W555,Contact with raccoon
W5551,Bitten by raccoon
W5551XA,"Bitten by raccoon, initial encounter"
W5551XD,"Bitten by raccoon, subsequent encounter"
W5551XS,"Bitten by raccoon, sequela"
W5552,Struck by raccoon
W5552XA,"Struck by raccoon, initial encounter"
W5552XD,"Struck by raccoon, subsequent encounter"
W5552XS,"Struck by raccoon, sequela"
W5559,Other contact with raccoon
W5559XA,"Other contact with raccoon, initial encounter"
W5559XD,"Other contact with raccoon, subsequent encounter"
W5559XS,"Other contact with raccoon, sequela"
W558,Contact with other mammals
W5581,Bitten by other mammals
W5581XA,"Bitten by other mammals, initial encounter"
W5581XD,"Bitten by other mammals, subsequent encounter"
W5581XS,"Bitten by other mammals, sequela"
W5582,Struck by other mammals
W5582XA,"Struck by other mammals, initial encounter"
W5582XD,"Struck by other mammals, subsequent encounter"
W5582XS,"Struck by other mammals, sequela"
W5589,Other contact with other mammals
W5589XA,"Other contact with other mammals, initial encounter"
W5589XD,"Other contact with other mammals, subsequent encounter"
W5589XS,"Other contact with other mammals, sequela"
W56,Contact with nonvenomous marine animal
W560,Contact with dolphin
W5601,Bitten by dolphin
W5601XA,"Bitten by dolphin, initial encounter"
W5601XD,"Bitten by dolphin, subsequent encounter"
W5601XS,"Bitten by dolphin, sequela"
W5602,Struck by dolphin
W5602XA,"Struck by dolphin, initial encounter"
W5602XD,"Struck by dolphin, subsequent encounter"
W5602XS,"Struck by dolphin, sequela"
W5609,Other contact with dolphin
W5609XA,"Other contact with dolphin, initial encounter"
W5609XD,"Other contact with dolphin, subsequent encounter"
W5609XS,"Other contact with dolphin, sequela"
W561,Contact with sea lion
W5611,Bitten by sea lion
W5611XA,"Bitten by sea lion, initial encounter"
W5611XD,"Bitten by sea lion, subsequent encounter"
W5611XS,"Bitten by sea lion, sequela"
W5612,Struck by sea lion
W5612XA,"Struck by sea lion, initial encounter"
W5612XD,"Struck by sea lion, subsequent encounter"
W5612XS,"Struck by sea lion, sequela"
W5619,Other contact with sea lion
W5619XA,"Other contact with sea lion, initial encounter"
W5619XD,"Other contact with sea lion, subsequent encounter"
W5619XS,"Other contact with sea lion, sequela"
W562,Contact with orca
W5621,Bitten by orca
W5621XA,"Bitten by orca, initial encounter"
W5621XD,"Bitten by orca, subsequent encounter"
W5621XS,"Bitten by orca, sequela"
W5622,Struck by orca
W5622XA,"Struck by orca, initial encounter"
W5622XD,"Struck by orca, subsequent encounter"
W5622XS,"Struck by orca, sequela"
W5629,Other contact with orca
W5629XA,"Other contact with orca, initial encounter"
W5629XD,"Other contact with orca, subsequent encounter"
W5629XS,"Other contact with orca, sequela"
W563,Contact with other marine mammals
W5631,Bitten by other marine mammals
W5631XA,"Bitten by other marine mammals, initial encounter"
W5631XD,"Bitten by other marine mammals, subsequent encounter"
W5631XS,"Bitten by other marine mammals, sequela"
W5632,Struck by other marine mammals
W5632XA,"Struck by other marine mammals, initial encounter"
W5632XD,"Struck by other marine mammals, subsequent encounter"
W5632XS,"Struck by other marine mammals, sequela"
W5639,Other contact with other marine mammals
W5639XA,"Other contact with other marine mammals, initial encounter"
W5639XD,"Other contact with other marine mammals, subsequent encounter"
W5639XS,"Other contact with other marine mammals, sequela"
W564,Contact with shark
W5641,Bitten by shark
W5641XA,"Bitten by shark, initial encounter"
W5641XD,"Bitten by shark, subsequent encounter"
W5641XS,"Bitten by shark, sequela"
W5642,Struck by shark
W5642XA,"Struck by shark, initial encounter"
W5642XD,"Struck by shark, subsequent encounter"
W5642XS,"Struck by shark, sequela"
W5649,Other contact with shark
W5649XA,"Other contact with shark, initial encounter"
W5649XD,"Other contact with shark, subsequent encounter"
W5649XS,"Other contact with shark, sequela"
W565,Contact with other fish
W5651,Bitten by other fish
W5651XA,"Bitten by other fish, initial encounter"
W5651XD,"Bitten by other fish, subsequent encounter"
W5651XS,"Bitten by other fish, sequela"
W5652,Struck by other fish
W5652XA,"Struck by other fish, initial encounter"
W5652XD,"Struck by other fish, subsequent encounter"
W5652XS,"Struck by other fish, sequela"
W5659,Other contact with other fish
W5659XA,"Other contact with other fish, initial encounter"
W5659XD,"Other contact with other fish, subsequent encounter"
W5659XS,"Other contact with other fish, sequela"
W568,Contact with other nonvenomous marine animals
W5681,Bitten by other nonvenomous marine animals
W5681XA,"Bitten by other nonvenomous marine animals, initial encounter"
W5681XD,"Bitten by other nonvenomous marine animals, subsequent encounter"
W5681XS,"Bitten by other nonvenomous marine animals, sequela"
W5682,Struck by other nonvenomous marine animals
W5682XA,"Struck by other nonvenomous marine animals, initial encounter"
W5682XD,"Struck by other nonvenomous marine animals, subsequent encounter"
W5682XS,"Struck by other nonvenomous marine animals, sequela"
W5689,Other contact with other nonvenomous marine animals
W5689XA,"Other contact with other nonvenomous marine animals, initial encounter"
W5689XD,"Other contact with other nonvenomous marine animals, subsequent encounter"
W5689XS,"Other contact with other nonvenomous marine animals, sequela"
W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57XXXA,"Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter"
W57XXXD,"Bitten or stung by nonvenomous insect and other nonvenomous arthropods, subsequent encounter"
W57XXXS,"Bitten or stung by nonvenomous insect and other nonvenomous arthropods, sequela"
W58,Contact with crocodile or alligator
W580,Contact with alligator
W5801,Bitten by alligator
W5801XA,"Bitten by alligator, initial encounter"
W5801XD,"Bitten by alligator, subsequent encounter"
W5801XS,"Bitten by alligator, sequela"
W5802,Struck by alligator
W5802XA,"Struck by alligator, initial encounter"
W5802XD,"Struck by alligator, subsequent encounter"
W5802XS,"Struck by alligator, sequela"
W5803,Crushed by alligator
W5803XA,"Crushed by alligator, initial encounter"
W5803XD,"Crushed by alligator, subsequent encounter"
W5803XS,"Crushed by alligator, sequela"
W5809,Other contact with alligator
W5809XA,"Other contact with alligator, initial encounter"
W5809XD,"Other contact with alligator, subsequent encounter"
W5809XS,"Other contact with alligator, sequela"
W581,Contact with crocodile
W5811,Bitten by crocodile
W5811XA,"Bitten by crocodile, initial encounter"
W5811XD,"Bitten by crocodile, subsequent encounter"
W5811XS,"Bitten by crocodile, sequela"
W5812,Struck by crocodile
W5812XA,"Struck by crocodile, initial encounter"
W5812XD,"Struck by crocodile, subsequent encounter"
W5812XS,"Struck by crocodile, sequela"
W5813,Crushed by crocodile
W5813XA,"Crushed by crocodile, initial encounter"
W5813XD,"Crushed by crocodile, subsequent encounter"
W5813XS,"Crushed by crocodile, sequela"
W5819,Other contact with crocodile
W5819XA,"Other contact with crocodile, initial encounter"
W5819XD,"Other contact with crocodile, subsequent encounter"
W5819XS,"Other contact with crocodile, sequela"
W59,Contact with other nonvenomous reptiles
W590,Contact with nonvenomous lizards
W5901,Bitten by nonvenomous lizards
W5901XA,"Bitten by nonvenomous lizards, initial encounter"
W5901XD,"Bitten by nonvenomous lizards, subsequent encounter"
W5901XS,"Bitten by nonvenomous lizards, sequela"
W5902,Struck by nonvenomous lizards
W5902XA,"Struck by nonvenomous lizards, initial encounter"
W5902XD,"Struck by nonvenomous lizards, subsequent encounter"
W5902XS,"Struck by nonvenomous lizards, sequela"
W5909,Other contact with nonvenomous lizards
W5909XA,"Other contact with nonvenomous lizards, initial encounter"
W5909XD,"Other contact with nonvenomous lizards, subsequent encounter"
W5909XS,"Other contact with nonvenomous lizards, sequela"
W591,Contact with nonvenomous snakes
W5911,Bitten by nonvenomous snake
W5911XA,"Bitten by nonvenomous snake, initial encounter"
W5911XD,"Bitten by nonvenomous snake, subsequent encounter"
W5911XS,"Bitten by nonvenomous snake, sequela"
W5912,Struck by nonvenomous snake
W5912XA,"Struck by nonvenomous snake, initial encounter"
W5912XD,"Struck by nonvenomous snake, subsequent encounter"
W5912XS,"Struck by nonvenomous snake, sequela"
W5913,Crushed by nonvenomous snake
W5913XA,"Crushed by nonvenomous snake, initial encounter"
W5913XD,"Crushed by nonvenomous snake, subsequent encounter"
W5913XS,"Crushed by nonvenomous snake, sequela"
W5919,Other contact with nonvenomous snake
W5919XA,"Other contact with nonvenomous snake, initial encounter"
W5919XD,"Other contact with nonvenomous snake, subsequent encounter"
W5919XS,"Other contact with nonvenomous snake, sequela"
W592,Contact with turtles
W5921,Bitten by turtle
W5921XA,"Bitten by turtle, initial encounter"
W5921XD,"Bitten by turtle, subsequent encounter"
W5921XS,"Bitten by turtle, sequela"
W5922,Struck by turtle
W5922XA,"Struck by turtle, initial encounter"
W5922XD,"Struck by turtle, subsequent encounter"
W5922XS,"Struck by turtle, sequela"
W5929,Other contact with turtle
W5929XA,"Other contact with turtle, initial encounter"
W5929XD,"Other contact with turtle, subsequent encounter"
W5929XS,"Other contact with turtle, sequela"
W598,Contact with other nonvenomous reptiles
W5981,Bitten by other nonvenomous reptiles
W5981XA,"Bitten by other nonvenomous reptiles, initial encounter"
W5981XD,"Bitten by other nonvenomous reptiles, subsequent encounter"
W5981XS,"Bitten by other nonvenomous reptiles, sequela"
W5982,Struck by other nonvenomous reptiles
W5982XA,"Struck by other nonvenomous reptiles, initial encounter"
W5982XD,"Struck by other nonvenomous reptiles, subsequent encounter"
W5982XS,"Struck by other nonvenomous reptiles, sequela"
W5983,Crushed by other nonvenomous reptiles
W5983XA,"Crushed by other nonvenomous reptiles, initial encounter"
W5983XD,"Crushed by other nonvenomous reptiles, subsequent encounter"
W5983XS,"Crushed by other nonvenomous reptiles, sequela"
W5989,Other contact with other nonvenomous reptiles
W5989XA,"Other contact with other nonvenomous reptiles, initial encounter"
W5989XD,"Other contact with other nonvenomous reptiles, subsequent encounter"
W5989XS,"Other contact with other nonvenomous reptiles, sequela"
W60,Contact with nonvenomous plant thorns and spines and sharp leaves
W60XXXA,"Contact with nonvenomous plant thorns and spines and sharp leaves, initial encounter"
W60XXXD,"Contact with nonvenomous plant thorns and spines and sharp leaves, subsequent encounter"
W60XXXS,"Contact with nonvenomous plant thorns and spines and sharp leaves, sequela"
W61,Contact with birds (domestic) (wild)
W610,Contact with parrot
W6101,Bitten by parrot
W6101XA,"Bitten by parrot, initial encounter"
W6101XD,"Bitten by parrot, subsequent encounter"
W6101XS,"Bitten by parrot, sequela"
W6102,Struck by parrot
W6102XA,"Struck by parrot, initial encounter"
W6102XD,"Struck by parrot, subsequent encounter"
W6102XS,"Struck by parrot, sequela"
W6109,Other contact with parrot
W6109XA,"Other contact with parrot, initial encounter"
W6109XD,"Other contact with parrot, subsequent encounter"
W6109XS,"Other contact with parrot, sequela"
W611,Contact with macaw
W6111,Bitten by macaw
W6111XA,"Bitten by macaw, initial encounter"
W6111XD,"Bitten by macaw, subsequent encounter"
W6111XS,"Bitten by macaw, sequela"
W6112,Struck by macaw
W6112XA,"Struck by macaw, initial encounter"
W6112XD,"Struck by macaw, subsequent encounter"
W6112XS,"Struck by macaw, sequela"
W6119,Other contact with macaw
W6119XA,"Other contact with macaw, initial encounter"
W6119XD,"Other contact with macaw, subsequent encounter"
W6119XS,"Other contact with macaw, sequela"
W612,Contact with other psittacines
W6121,Bitten by other psittacines
W6121XA,"Bitten by other psittacines, initial encounter"
W6121XD,"Bitten by other psittacines, subsequent encounter"
W6121XS,"Bitten by other psittacines, sequela"
W6122,Struck by other psittacines
W6122XA,"Struck by other psittacines, initial encounter"
W6122XD,"Struck by other psittacines, subsequent encounter"
W6122XS,"Struck by other psittacines, sequela"
W6129,Other contact with other psittacines
W6129XA,"Other contact with other psittacines, initial encounter"
W6129XD,"Other contact with other psittacines, subsequent encounter"
W6129XS,"Other contact with other psittacines, sequela"
W613,Contact with chicken
W6132,Struck by chicken
W6132XA,"Struck by chicken, initial encounter"
W6132XD,"Struck by chicken, subsequent encounter"
W6132XS,"Struck by chicken, sequela"
W6133,Pecked by chicken
W6133XA,"Pecked by chicken, initial encounter"
W6133XD,"Pecked by chicken, subsequent encounter"
W6133XS,"Pecked by chicken, sequela"
W6139,Other contact with chicken
W6139XA,"Other contact with chicken, initial encounter"
W6139XD,"Other contact with chicken, subsequent encounter"
W6139XS,"Other contact with chicken, sequela"
W614,Contact with turkey
W6142,Struck by turkey
W6142XA,"Struck by turkey, initial encounter"
W6142XD,"Struck by turkey, subsequent encounter"
W6142XS,"Struck by turkey, sequela"
W6143,Pecked by turkey
W6143XA,"Pecked by turkey, initial encounter"
W6143XD,"Pecked by turkey, subsequent encounter"
W6143XS,"Pecked by turkey, sequela"
W6149,Other contact with turkey
W6149XA,"Other contact with turkey, initial encounter"
W6149XD,"Other contact with turkey, subsequent encounter"
W6149XS,"Other contact with turkey, sequela"
W615,Contact with goose
W6151,Bitten by goose
W6151XA,"Bitten by goose, initial encounter"
W6151XD,"Bitten by goose, subsequent encounter"
W6151XS,"Bitten by goose, sequela"
W6152,Struck by goose
W6152XA,"Struck by goose, initial encounter"
W6152XD,"Struck by goose, subsequent encounter"
W6152XS,"Struck by goose, sequela"
W6159,Other contact with goose
W6159XA,"Other contact with goose, initial encounter"
W6159XD,"Other contact with goose, subsequent encounter"
W6159XS,"Other contact with goose, sequela"
W616,Contact with duck
W6161,Bitten by duck
W6161XA,"Bitten by duck, initial encounter"
W6161XD,"Bitten by duck, subsequent encounter"
W6161XS,"Bitten by duck, sequela"
W6162,Struck by duck
W6162XA,"Struck by duck, initial encounter"
W6162XD,"Struck by duck, subsequent encounter"
W6162XS,"Struck by duck, sequela"
W6169,Other contact with duck
W6169XA,"Other contact with duck, initial encounter"
W6169XD,"Other contact with duck, subsequent encounter"
W6169XS,"Other contact with duck, sequela"
W619,Contact with other birds
W6191,Bitten by other birds
W6191XA,"Bitten by other birds, initial encounter"
W6191XD,"Bitten by other birds, subsequent encounter"
W6191XS,"Bitten by other birds, sequela"
W6192,Struck by other birds
W6192XA,"Struck by other birds, initial encounter"
W6192XD,"Struck by other birds, subsequent encounter"
W6192XS,"Struck by other birds, sequela"
W6199,Other contact with other birds
W6199XA,"Other contact with other birds, initial encounter"
W6199XD,"Other contact with other birds, subsequent encounter"
W6199XS,"Other contact with other birds, sequela"
W62,Contact with nonvenomous amphibians
W620,Contact with nonvenomous frogs
W620XXA,"Contact with nonvenomous frogs, initial encounter"
W620XXD,"Contact with nonvenomous frogs, subsequent encounter"
W620XXS,"Contact with nonvenomous frogs, sequela"
W621,Contact with nonvenomous toads
W621XXA,"Contact with nonvenomous toads, initial encounter"
W621XXD,"Contact with nonvenomous toads, subsequent encounter"
W621XXS,"Contact with nonvenomous toads, sequela"
W629,Contact with other nonvenomous amphibians
W629XXA,"Contact with other nonvenomous amphibians, initial encounter"
W629XXD,"Contact with other nonvenomous amphibians, subsequent encounter"
W629XXS,"Contact with other nonvenomous amphibians, sequela"
W64,Exposure to other animate mechanical forces
W64XXXA,"Exposure to other animate mechanical forces, initial encounter"
W64XXXD,"Exposure to other animate mechanical forces, subsequent encounter"
W64XXXS,"Exposure to other animate mechanical forces, sequela"
W65,Accidental drowning and submersion while in bath-tub
W65XXXA,"Accidental drowning and submersion while in bath-tub, initial encounter"
W65XXXD,"Accidental drowning and submersion while in bath-tub, subsequent encounter"
W65XXXS,"Accidental drowning and submersion while in bath-tub, sequela"
W67,Accidental drowning and submersion while in swimming-pool
W67XXXA,"Accidental drowning and submersion while in swimming-pool, initial encounter"
W67XXXD,"Accidental drowning and submersion while in swimming-pool, subsequent encounter"
W67XXXS,"Accidental drowning and submersion while in swimming-pool, sequela"
W69,Accidental drowning and submersion while in natural water
W69XXXA,"Accidental drowning and submersion while in natural water, initial encounter"
W69XXXD,"Accidental drowning and submersion while in natural water, subsequent encounter"
W69XXXS,"Accidental drowning and submersion while in natural water, sequela"
W73,Other specified cause of accidental non-transport drowning and submersion
W73XXXA,"Other specified cause of accidental non-transport drowning and submersion, initial encounter"
W73XXXD,"Other specified cause of accidental non-transport drowning and submersion, subsequent encounter"
W73XXXS,"Other specified cause of accidental non-transport drowning and submersion, sequela"
W74,Unspecified cause of accidental drowning and submersion
W74XXXA,"Unspecified cause of accidental drowning and submersion, initial encounter"
W74XXXD,"Unspecified cause of accidental drowning and submersion, subsequent encounter"
W74XXXS,"Unspecified cause of accidental drowning and submersion, sequela"
W85,Exposure to electric transmission lines
W85XXXA,"Exposure to electric transmission lines, initial encounter"
W85XXXD,"Exposure to electric transmission lines, subsequent encounter"
W85XXXS,"Exposure to electric transmission lines, sequela"
W86,Exposure to other specified electric current
W860,Exposure to domestic wiring and appliances
W860XXA,"Exposure to domestic wiring and appliances, initial encounter"
W860XXD,"Exposure to domestic wiring and appliances, subsequent encounter"
W860XXS,"Exposure to domestic wiring and appliances, sequela"
W861,"Exposure to industrial wiring, appliances and electrical machinery"
W861XXA,"Exposure to industrial wiring, appliances and electrical machinery, initial encounter"
W861XXD,"Exposure to industrial wiring, appliances and electrical machinery, subsequent encounter"
W861XXS,"Exposure to industrial wiring, appliances and electrical machinery, sequela"
W868,Exposure to other electric current
W868XXA,"Exposure to other electric current, initial encounter"
W868XXD,"Exposure to other electric current, subsequent encounter"
W868XXS,"Exposure to other electric current, sequela"
W88,Exposure to ionizing radiation
W880,Exposure to X-rays
W880XXA,"Exposure to X-rays, initial encounter"
W880XXD,"Exposure to X-rays, subsequent encounter"
W880XXS,"Exposure to X-rays, sequela"
W881,Exposure to radioactive isotopes
W881XXA,"Exposure to radioactive isotopes, initial encounter"
W881XXD,"Exposure to radioactive isotopes, subsequent encounter"
W881XXS,"Exposure to radioactive isotopes, sequela"
W888,Exposure to other ionizing radiation
W888XXA,"Exposure to other ionizing radiation, initial encounter"
W888XXD,"Exposure to other ionizing radiation, subsequent encounter"
W888XXS,"Exposure to other ionizing radiation, sequela"
W89,Exposure to man-made visible and ultraviolet light
W890,Exposure to welding light (arc)
W890XXA,"Exposure to welding light (arc), initial encounter"
W890XXD,"Exposure to welding light (arc), subsequent encounter"
W890XXS,"Exposure to welding light (arc), sequela"
W891,Exposure to tanning bed
W891XXA,"Exposure to tanning bed, initial encounter"
W891XXD,"Exposure to tanning bed, subsequent encounter"
W891XXS,"Exposure to tanning bed, sequela"
W898,Exposure to other man-made visible and ultraviolet light
W898XXA,"Exposure to other man-made visible and ultraviolet light, initial encounter"
W898XXD,"Exposure to other man-made visible and ultraviolet light, subsequent encounter"
W898XXS,"Exposure to other man-made visible and ultraviolet light, sequela"
W899,Exposure to unspecified man-made visible and ultraviolet light
W899XXA,"Exposure to unspecified man-made visible and ultraviolet light, initial encounter"
W899XXD,"Exposure to unspecified man-made visible and ultraviolet light, subsequent encounter"
W899XXS,"Exposure to unspecified man-made visible and ultraviolet light, sequela"
W90,Exposure to other nonionizing radiation
W900,Exposure to radiofrequency
W900XXA,"Exposure to radiofrequency, initial encounter"
W900XXD,"Exposure to radiofrequency, subsequent encounter"
W900XXS,"Exposure to radiofrequency, sequela"
W901,Exposure to infrared radiation
W901XXA,"Exposure to infrared radiation, initial encounter"
W901XXD,"Exposure to infrared radiation, subsequent encounter"
